hostname,st_spectype,st_mass,st_teff,st_rad,st_lum,st_logg,st_met,sy_dist
"Kepler-93",,0.911000,5669.00,0.919000,,4.470000,-0.1800,95.91150000
"HAT-P-65","G2",1.212000,5835.00,1.860000,0.55509,3.983000,0.1000,738.51900000
"TOI-1807",,0.760000,4730.00,0.690000,-0.66756,4.550000,-0.0400,42.57750000
"TOI-3629",,0.600047,3689.00,0.614860,-1.20012,4.638700,,130.09100000
"Kepler-1994",,0.824000,5461.00,0.924000,,4.423000,-0.1200,241.99100000
"KELT-10",,1.070000,5883.00,1.155990,0.15900,4.341540,,188.40400000
"Kepler-1170",,0.913000,5256.00,0.813000,,4.579000,0.1600,1050.45000000
"Kepler-432",,1.487000,5002.00,3.932000,,,0.0700,848.02300000
"Kepler-108",,0.890000,5632.00,0.940000,,4.440000,,338.73200000
"Kepler-664",,1.000000,5953.00,1.000000,,4.440000,,1210.12000000
"Kepler-1508",,0.817000,5746.00,0.921000,,4.421000,-0.4000,1260.28000000
"Kepler-1957",,0.750000,4709.51,0.752243,-0.60069,4.560410,-0.0950,460.89900000
"Kepler-51",,1.053000,6046.00,0.972000,,4.486000,-0.0800,783.83100000
"Kepler-356",,0.970000,6080.00,1.150000,,4.310000,,707.55900000
"Kepler-1147",,1.041000,6082.00,1.014000,,4.445000,-0.0800,1657.36000000
"K2-149","M1.0 V",0.595000,3745.00,0.568000,-1.30980,4.707000,0.1100,123.67600000
"TOI-942",,0.788000,4928.00,1.022000,-0.36856,4.314000,-0.2210,152.60100000
"TOI-6894",,0.191349,3133.00,0.222121,-2.36828,5.026710,,73.81310000
"Kepler-37",,0.803000,5417.00,0.772000,,4.567000,-0.3200,63.92070000
"TWA 7",,0.460000,3509.00,0.917173,-0.93967,4.175920,,33.99580000
"Kepler-1052",,0.935000,5835.00,0.847000,,4.554000,-0.2400,943.44400000
"HAT-P-60",,1.435000,6212.00,2.197000,0.80889,3.911400,0.0370,233.22000000
"HD 160691",,1.075000,5780.00,,0.24180,4.270000,0.3000,15.59810000
"KELT-8",,1.016000,5703.00,1.389510,0.26483,4.159240,0.2300,197.57200000
"Kepler-879",,1.000000,5644.00,1.086870,0.03340,4.365710,,802.67200000
"Kepler-347",,1.060000,6064.00,0.960000,,4.500000,,1298.88000000
"K2-180",,0.930000,5368.00,0.697439,-0.43904,4.719540,,203.89600000
"Kepler-1939",,0.643000,4358.00,0.620000,,4.662000,-0.1800,189.83300000
"Kepler-1193",,1.034000,6072.00,1.047000,,4.414000,-0.0800,802.11600000
"Kepler-1651",,0.452000,3609.00,0.422000,,4.843000,-0.0600,66.40740000
"TOI-1221",,0.930000,5592.00,1.031000,,4.380000,0.0600,138.41100000
"Kepler-25",,1.260000,6354.00,1.340000,0.42160,4.285000,0.1100,243.24900000
"Kepler-265",,0.980000,5883.00,1.030000,,4.410000,-0.1400,1280.25000000
"K2-105",,0.964948,5475.00,0.908831,,4.510000,0.2600,197.98900000
"Kepler-221",,0.720000,5123.00,0.720000,,4.580000,,385.23100000
"WASP-181",,1.070000,5887.00,1.032100,0.06171,4.440010,,437.49500000
"HATS-10",,1.070000,5909.00,1.231940,0.22193,4.286270,,534.88900000
"WASP-60",,1.229000,6105.00,1.401000,,4.235000,0.2600,431.05200000
"K2-55",,0.696000,4456.00,0.630000,,4.673000,,159.52200000
"WASP-47",,1.010000,5476.00,1.144000,,4.270000,0.3700,264.78000000
"Kepler-855",,0.946000,5847.00,1.135000,,4.304000,-0.1200,1506.58000000
"Kepler-523",,0.937000,5509.00,0.836000,,4.565000,0.0200,253.29500000
"Kepler-253",,0.869000,5196.00,0.775000,,4.593000,0.0400,838.59500000
"K2-199",,0.705681,4681.00,0.667422,,4.690000,-0.2300,107.51800000
"Kepler-670",,0.936000,5653.00,0.965000,,4.440000,0.0200,939.74400000
"Proxima Cen","M5.5 V",0.122100,2900.00,0.141000,-2.82102,,,1.30119000
"Kepler-962",,0.873000,5365.00,0.834000,,4.537000,0.0000,411.48600000
"TOI-277",,0.520428,3668.00,0.523113,-1.35040,4.717240,,64.66920000
"Kepler-614",,0.731000,5258.00,0.785000,,4.513000,-0.3200,527.99500000
"Kepler-1756",,0.738000,4962.00,0.767000,,4.536000,-0.0800,
"HD 118203","K0 IV",1.220000,5788.00,2.030000,0.69984,3.990000,0.2200,92.25890000
"TOI-5386 A",,1.100000,5978.00,1.432100,0.37286,4.167510,,394.48600000
"HD 24040",,1.030000,5761.00,1.378790,0.27569,4.171910,0.1700,46.62240000
"TOI-2570",,1.000000,5639.00,1.121410,0.05903,4.338540,,361.85700000
"Kepler-897",,0.935000,5835.00,0.847000,,4.554000,-0.2400,1519.25000000
"Proxima Cen","M5.5 V",0.120000,3050.00,0.141000,-2.80967,,,1.30119000
"EPIC 201497682",,0.740000,4670.35,0.686170,-0.69504,4.634440,-0.0892,253.02600000
"Kepler-201",,1.170000,6133.00,1.240000,,4.320000,,636.44500000
"HAT-P-52",,0.887000,5131.00,0.893000,,,0.2800,361.15500000
"Kepler-1043",,0.904000,5974.00,0.881000,,4.504000,-0.4200,903.33200000
"Kepler-1357",,1.010000,5713.00,0.893000,,4.541000,0.0700,1015.69000000
"Kepler-1268",,1.150000,6337.00,1.080000,,4.430000,,1840.77000000
"Kepler-572",,0.860000,5106.60,0.774921,-0.43426,4.594050,-0.0610,504.66700000
"K2-18",,0.320000,3449.00,0.468000,,4.600000,0.0000,38.02660000
"Kepler-1858",,0.787000,5070.00,0.689000,,4.660000,,833.05500000
"Kepler-46",,0.902000,5155.00,0.938000,-0.25500,4.447000,0.4100,777.06000000
"HD 30177",,0.930000,5556.00,1.130000,,4.300000,0.3700,55.58670000
"Kepler-211",,0.929000,5244.00,1.560000,,4.020000,0.1200,309.35300000
"Kepler-1372",,0.996000,5870.00,0.890000,,4.540000,,1303.22000000
"Kepler-1673",,1.100000,6184.00,1.038000,,4.448000,-0.0600,727.18700000
"Kepler-242",,0.785000,5015.00,0.826000,,4.499000,0.1000,600.24100000
"Kepler-870",,1.063000,6170.00,0.992000,,4.472000,-0.1600,1259.46000000
"L 363-38",,0.211036,3207.00,0.240861,-2.25738,4.998890,,10.22950000
"Kepler-51",,1.053000,6046.00,0.972000,,4.486000,-0.0800,783.83100000
"Kepler-62",,0.637000,4797.00,0.653000,,4.612000,-0.4600,300.87400000
"K2-265",,0.901000,5420.00,0.920000,-0.18243,4.465000,0.0330,138.67100000
"Kepler-1695",,0.865000,5583.00,0.790000,,4.580000,-0.2600,791.17500000
"HD 127506","K3V",0.680000,4626.00,0.730000,-0.65800,4.700000,,22.52790000
"CoRoT-7",,0.884000,5313.00,0.838900,,4.540000,0.0300,159.90600000
"Kepler-1176",,0.990000,5593.23,0.930835,-0.11691,4.495960,-0.3130,864.69900000
"Kepler-222",,0.857000,5342.00,0.760000,,4.620000,,758.85400000
"HATS-32",,1.010000,5667.00,1.009570,-0.02362,4.434110,,745.11600000
"TOI-3856",,1.096000,5622.00,1.055000,0.00087,4.431000,0.4540,314.44300000
"K2-79",,0.910000,5294.00,1.334170,0.10025,4.146690,,256.01100000
"K2-121",,0.690000,4690.00,0.670000,,4.630000,-0.1600,169.39800000
"TIC 172900988 Ab","G0",1.202300,5983.00,1.313800,,4.281000,0.3400,250.95600000
"Kepler-246",,0.853000,5088.00,0.757000,,,0.2000,626.07800000
"HD 134606","G5IV",1.060000,5648.00,1.120000,0.07200,4.370000,0.2900,26.79090000
"Kepler-516",,1.620000,7099.00,2.020000,,4.040000,0.0100,687.09400000
"HD 142022 A",,0.960000,5497.84,1.035780,-0.05401,4.389810,0.1841,34.28020000
"HAT-P-66","G0",1.255000,6002.00,1.881000,0.61490,3.993000,0.0350,935.45600000
"K2-215",,0.999987,5704.00,0.974398,,4.410000,0.1100,403.96400000
"K2-337",,0.940000,5869.00,1.320000,,4.170000,-0.2700,421.63600000
"TOI-2133",,0.650000,4175.00,0.716312,-0.85248,4.540780,,75.19730000
"Kepler-1859",,1.025000,6190.00,1.068000,,4.393000,-0.1600,1331.25000000
"Kepler-1543",,1.390000,6561.00,1.650000,,4.140000,0.0700,921.78400000
"HD 12661",,1.050000,5715.00,,,4.490000,0.3600,37.84780000
"Kepler-353",,0.541000,3903.00,0.523000,,4.735000,-0.2000,384.69400000
"Kepler-335",,0.990000,5744.00,0.890000,,4.540000,,1278.97000000
"TOI-4527",,0.483901,3702.00,0.485948,,4.750000,,18.10370000
"Kepler-578",,0.877000,5417.00,1.066000,,4.325000,0.1200,541.43200000
"Kepler-202",,0.683000,4763.00,0.659000,,4.630000,,285.11100000
"CoRoT-23",,1.140000,5900.00,1.610000,,,0.0500,1060.97000000
"Kepler-193",,1.140000,6155.00,1.210000,,4.330000,0.0300,1009.10000000
"CoRoT-27","G2",1.050000,5900.00,1.080000,,4.400000,-0.1000,1010.28000000
"Kepler-296",,0.516000,3862.00,0.500000,,4.750000,,
"NGTS-3 A",,0.950000,5457.00,0.963518,-0.12977,4.448070,,743.97200000
"Kepler-176",,0.826000,5229.00,0.877000,,4.470000,0.0700,527.32100000
"Kepler-15",,1.018000,5520.00,0.992000,,,0.3600,739.41200000
"HD 40979",,1.450000,6165.00,1.210000,,4.430000,0.2000,34.08830000
"Kepler-423",,0.996000,5970.00,0.908000,,4.521000,-0.1800,758.75300000
"K2-388",,0.910000,5289.00,0.933403,-0.21167,4.456970,,290.49500000
"WASP-44",,0.951000,5400.00,0.927000,,,0.0600,364.51200000
"Kepler-377",,1.104000,6207.00,1.010000,,4.470000,,823.80400000
"Kepler-439",,0.884000,5431.00,0.866000,-0.23600,4.514000,0.0200,757.04800000
"Kepler-1231",,1.007000,5851.00,0.918000,,4.515000,-0.0400,987.23700000
"Kepler-1586",,1.110000,6254.00,1.706000,,4.019000,-0.2600,552.55000000
"Kepler-1917",,0.890000,5229.22,0.867011,-0.29551,4.511410,-0.0025,909.03700000
"Kepler-141",,0.941000,4173.00,18.939000,,1.857000,0.0600,301.18300000
"Kepler-341",,1.000000,6008.00,1.003000,,4.435000,-0.1400,1047.03000000
"Kepler-972",,1.064000,5846.00,1.240000,,4.278000,0.1400,1198.03000000
"Kepler-509",,1.076000,5982.00,1.185000,,4.321000,-0.0200,332.44300000
"Kepler-1570",,1.074000,5456.00,2.154000,,3.802000,-0.2400,918.99500000
"TOI-1411",,0.604500,4115.00,0.614000,-1.01323,4.640000,0.0120,32.47780000
"TOI-5232",,1.200000,6212.00,1.741160,0.60930,4.035570,,609.38800000
"Kepler-422",,1.119000,5891.00,1.252000,,,0.2100,722.79500000
"Kepler-1714",,1.490000,6174.00,2.114000,,3.958000,0.2200,409.46000000
"Kepler-342",,1.200000,6475.00,1.178000,,4.375000,-0.0600,781.61100000
"WASP-23",,0.780000,5150.00,0.765000,,4.400000,-0.0500,207.49000000
"DS Tuc A","G6 V",0.959000,5542.00,0.872000,,4.600000,-0.0800,44.06220000
"Kepler-975",,0.951000,4883.00,1.667000,,3.972000,0.5600,426.08800000
"Kepler-454",,1.000000,5640.00,1.112730,0.05259,4.345290,0.2100,230.86900000
"Kepler-30",,0.945000,5464.00,0.819000,,,0.1600,914.22100000
"HD 16141",,1.030000,5770.30,1.520690,0.36357,4.086820,0.1432,37.78610000
"HD 5319",,1.440000,4900.00,4.190000,,3.350000,0.0500,121.40500000
"WASP-133",,1.000000,5646.00,1.562330,0.34921,4.050520,,559.08400000
"Kepler-324",,0.870000,5255.00,0.830000,,4.540000,0.0300,501.57400000
"Kepler-1165",,1.092000,6224.00,1.083000,,4.409000,-0.0600,1575.20000000
"Kepler-1108",,0.883000,5559.00,0.806000,,4.572000,-0.1800,767.70100000
"HD 23079",,1.120000,5974.00,1.070000,,4.430000,-0.1300,33.45910000
"HD 13808",,0.699000,5087.00,,-0.43415,4.400000,-0.2000,28.23050000
"Kepler-60",,1.120000,6180.00,1.470000,,4.160000,,1025.10000000
"Kepler-953",,1.088000,5688.00,0.998000,,4.476000,0.4200,258.89300000
"Kepler-932",,0.780000,5213.00,0.810000,,4.510000,,465.61200000
"K2-276",,0.790000,4843.00,0.890703,-0.40538,4.436230,,488.15200000
"Kepler-1365",,1.000000,5646.27,1.704220,0.42479,3.975020,0.1149,840.12800000
"Kepler-1131",,0.980000,5708.00,0.880000,,4.540000,,1030.70000000
"Kepler-1995",,0.847000,5029.00,0.930000,,4.429000,0.4800,595.33100000
"Kepler-1416",,0.980000,5571.05,1.488480,0.28393,4.083810,-0.1800,949.59000000
"HD 218566",,0.800000,4877.33,0.822299,-0.46252,4.511100,0.3037,28.82740000
"TOI-1181",,1.467000,6054.00,1.961000,0.64246,4.020000,0.3800,302.81900000
"Kepler-1992",,0.821000,5466.00,0.946000,,4.401000,-0.1200,532.95500000
"HIP 21152",,1.380000,6596.11,1.591860,0.63565,4.174140,0.0100,43.40730000
"Kepler-1148",,0.723000,5002.00,0.753000,,4.543000,-0.1800,625.69200000
"K2-352",,0.980000,5791.00,0.950000,,4.470000,-0.0500,176.05100000
"TOI-1694",,0.840000,5066.40,,,4.530000,0.1200,124.68000000
"Kepler-1304",,0.810000,5326.00,0.880000,,4.460000,,2176.08000000
"HD 155358",,1.150000,5905.00,1.380000,,4.220000,-0.6000,43.61970000
"Kepler-603",,1.018000,5751.00,1.247000,,4.254000,0.1400,1539.63000000
"WASP-107",,0.660000,4251.00,0.719536,-0.81724,4.543510,,64.74140000
"K2-368",,0.760000,4730.00,0.670603,-0.69293,4.665950,,206.60800000
"HD 181720","G1 V",0.920000,5781.00,1.390000,0.28800,4.240000,-0.5300,60.20460000
"Kepler-1387",,0.820000,4982.83,0.703842,-0.56045,4.656930,0.1295,455.35800000
"HD 152581",,0.927000,5155.00,4.800000,1.17319,3.400000,-0.4600,165.76000000
"HD 221420","G2 IV-V",1.351000,5847.00,1.947000,0.60293,4.030000,0.3300,31.14150000
"HD 183263","G2 IV",1.170000,5936.00,,,4.400000,0.3000,54.19550000
"Kepler-1157",,0.580000,4362.00,0.550000,,4.720000,,342.14400000
"Kepler-987",,1.055000,6032.00,0.973000,,4.485000,-0.0600,914.12600000
"Kepler-1514",,1.093000,6382.00,2.274000,,3.764000,-0.8400,397.29200000
"WASP-73",,1.160000,6124.00,2.218670,0.79502,3.810340,,316.67800000
"Kepler-422",,1.156000,5972.00,1.112000,,4.410000,,722.79500000
"WASP-45",,0.950000,5140.00,0.960000,,4.450000,0.0000,211.19600000
"Kepler-1828",,0.950000,5705.00,0.850000,,4.560000,,871.81000000
"Kepler-1656",,1.014000,5696.00,1.051780,0.02083,4.400250,0.1100,185.87500000
"Kepler-482",,0.686000,4802.00,0.701000,,4.582000,-0.2200,313.06800000
"TOI-2295",,1.005000,5660.00,1.471270,0.30135,4.104850,,126.27900000
"TOI-2992",,1.210000,6000.00,1.545000,0.44560,4.139000,0.0840,542.02600000
"HD 27631","G3 IV-V",0.940000,5737.00,1.000000,-0.05600,4.480000,-0.1200,50.28620000
"TOI-139",,0.690000,4405.00,0.700727,-0.77842,4.585820,,42.40610000
"TOI-6002","M3.5+/-0.5",0.210100,3229.00,0.243200,-2.23508,4.989000,-0.1800,32.02660000
"Kepler-656",,1.042000,5546.00,0.956000,,4.495000,0.4400,890.35200000
"TOI-5007",,0.631249,3757.00,0.655522,-1.11277,4.605090,,203.35200000
"TOI-5293 B",,0.214000,3041.00,0.244000,,5.000000,,165.64200000
"HATS-53",,0.964000,5644.00,1.101000,0.04532,4.340000,,585.77000000
"WASP-55",,1.071000,6096.00,1.090000,,4.393000,-0.0300,297.46200000
"Kepler-1905",,1.020000,5959.00,0.920000,,4.520000,,1051.53000000
"Kepler-1972",,1.173000,6003.00,2.193000,,3.825000,-0.2800,287.33900000
"Kepler-1984",,0.417000,3608.00,0.400000,,4.854000,-0.2000,
"Kepler-1576",,1.050000,5876.00,1.060000,,4.400000,0.0500,460.91000000
"Kepler-8",,1.132000,6225.00,1.451000,,4.169000,-0.0400,1021.87000000
"Kepler-260",,0.933000,5523.00,0.832000,,4.566000,-0.0200,627.36500000
"Kepler-1890",,1.190000,6475.00,1.320000,,4.270000,,529.59600000
"Kepler-497",,1.090000,5834.00,1.110000,,4.390000,0.2400,1291.98000000
"Kepler-18",,0.882000,5356.00,1.055000,,4.338000,0.2000,433.04700000
"Kepler-1138",,0.960000,5499.00,0.750918,-0.33299,4.669150,,872.32800000
"Kepler-157",,1.020000,5727.26,1.128090,0.09117,4.341980,-0.0593,773.71300000
"Kepler-471",,1.410000,6669.00,1.696750,0.71017,4.128050,,1249.41000000
"HATS-42",,1.273000,6060.00,1.480000,0.42488,4.201000,0.2200,800.37700000
"HD 89345",,1.324000,5622.00,1.733000,0.43297,4.083000,0.4360,132.34500000
"Kepler-428",,0.768000,4988.00,0.674000,,4.670000,,686.28400000
"TIC 237913194",,1.020000,5713.00,1.128980,0.08752,4.341290,,306.06300000
"Kepler-743",,0.940000,5486.00,0.850000,,4.550000,0.0100,278.98700000
"Kepler-184",,0.869000,5783.00,0.860000,,4.508000,-0.3400,610.32600000
"Kepler-1185",,1.061000,5765.00,0.985000,,4.480000,,459.27300000
"Kepler-620",,1.150000,6155.00,1.220000,,4.330000,0.0300,1355.28000000
"HD 134987",,1.100000,5736.00,1.220000,,4.310000,0.2800,26.18040000
"Kepler-927",,1.039000,5962.00,1.028000,,4.431000,0.0000,831.68500000
"TOI-4914",,1.040000,5809.92,1.042930,0.04788,4.418590,-0.1667,299.89000000
"Kepler-1344",,1.110000,5986.00,1.130000,,4.380000,,853.95900000
"Kepler-1471",,0.794000,5881.00,0.848000,,4.481000,-0.6600,978.67800000
"TOI-270","M3.0 V",0.400000,3386.00,0.380000,-1.76955,,-0.1700,22.47930000
"WASP-46","G6 V",0.828000,5600.00,0.858000,,4.489000,-0.3000,375.31000000
"WASP-77 A",,0.903000,5617.00,0.910000,-0.12901,4.476000,-0.1000,105.16600000
"LHS 1903",,0.529004,3691.00,0.532243,-1.32451,4.709310,,35.69170000
"LHS 1140","M4.5 V",0.146000,3131.00,0.186000,-2.52564,,-0.2400,14.98610000
"Kepler-62",,0.637000,4797.00,0.653000,,4.612000,-0.4600,300.87400000
"Kepler-1126",,0.935000,6106.00,0.844000,,4.556000,-0.5000,635.73600000
"V1298 Tau",,1.100000,4970.00,1.320000,,,,108.19900000
"K2-199",,0.690000,4507.00,0.680000,,4.600000,-0.0400,107.51800000
"Kepler-54",,0.484000,3713.00,0.470000,,4.779000,-0.1200,271.70100000
"Kepler-20",,0.912000,5466.00,0.944000,-0.06900,4.443000,0.0200,282.56300000
"HD 208897","K0",1.250000,4860.00,4.980000,1.09000,3.130000,0.2100,67.48720000
"TOI-2145",,1.191000,6202.00,2.781110,1.01326,3.625540,,224.73100000
"K2-131",,0.840000,5200.00,0.810000,,4.620000,0.0000,152.50900000
"Kepler-524",,1.031000,6049.00,1.251000,,4.257000,-0.1000,1058.24000000
"K2-281",,0.710000,4498.13,0.855720,-0.56851,4.424660,0.1510,458.13900000
"TOI-1194",,0.983500,5394.00,0.960800,-0.15120,4.463000,0.3480,149.66700000
"Kepler-289",,1.240000,6031.00,1.670000,,4.090000,,704.43800000
"Kepler-97",,0.899000,5780.00,0.966000,,4.421000,-0.2000,400.90700000
"TOI-1736",,1.037300,5636.00,1.428600,0.27068,4.142000,0.1480,88.94820000
"HD 33142",,1.600000,5009.00,4.220000,1.13000,3.490000,0.0000,121.37500000
"TOI-3682",,1.320000,5703.00,1.735000,0.45788,4.077000,0.4160,404.21100000
"DMPP-7",,1.105000,5996.82,1.539490,0.44113,4.106680,,101.38600000
"TOI-7149","M4 V",0.344000,3363.00,0.351000,-1.91542,4.880000,-0.0800,126.12600000
"Kepler-695",,0.754000,5035.00,0.791000,,4.519000,-0.0600,842.94700000
"TOI-2969",,0.720000,4581.00,0.780399,-0.61683,4.510770,,163.99600000
"eps Tau",,2.730000,4946.00,,,2.620000,0.1700,47.52852000
"HD 39194","G8V",0.790000,5326.00,0.740000,-0.39800,4.600000,,26.41310000
"HD 39194","K0 V",0.670000,5205.00,,-0.40894,4.530000,-0.6100,26.41310000
"DMPP-2","F5 V",1.440000,6500.00,1.780000,0.10380,4.100000,,137.94000000
"Kepler-30",,0.986000,5485.00,0.867000,,4.556000,0.2100,914.22100000
"Kepler-121",,0.860000,5354.00,0.820000,,4.550000,-0.0800,510.52300000
"Kepler-416",,1.021000,5718.00,0.995000,,,0.1200,690.81900000
"HD 114783",,0.850000,5089.00,0.800000,-0.41100,4.270000,0.0900,21.06280000
"Kepler-102",,0.806000,4900.00,0.741000,,4.602000,0.0800,107.79600000
"Kepler-416",,1.080000,5708.00,1.120000,,4.370000,,690.81900000
"K2-232",,1.039000,5888.00,1.233000,0.21643,4.273000,0.0510,130.72000000
"Kepler-532",,0.834000,5120.00,0.748000,,,0.1000,312.79800000
"Kepler-723",,0.886000,5655.00,0.794000,,4.581000,-0.3000,1071.80000000
"KOI-55",,0.496000,27730.00,0.203000,1.34149,5.518560,,1231.02000000
"TOI-4940",,0.970000,5537.00,1.175130,0.06797,4.284670,,345.65900000
"HD 72659",,1.053144,5865.17,1.522214,,4.094401,-0.0100,51.89490000
"Kepler-454",,1.060000,5678.00,1.071000,,,0.2800,230.86900000
"Kepler-1582",,0.280000,3208.00,0.300000,,4.930000,0.4800,78.89060000
"WASP-54",,1.213000,6100.00,1.828000,,,-0.2700,251.30300000
"Kepler-1876",,1.230000,6095.00,2.070000,,3.890000,,259.93500000
"Gl 49",,0.536210,3629.00,0.540042,-1.34130,4.702550,,9.85280000
"HAT-P-53",,1.120000,6026.00,1.097030,0.15524,4.406850,,666.80200000
"Kepler-290",,0.848000,5153.00,0.759000,,4.602000,-0.0400,694.62700000
"HIP 56998",,0.740000,4633.87,0.630715,-0.78186,4.707630,-0.5055,12.77810000
"WASP-67",,0.870000,5200.00,0.870000,,,-0.0700,189.46900000
"Kepler-20",,0.876000,5465.00,0.925000,,4.449000,0.0200,282.56300000
"HATS-2",,0.882000,5227.00,0.898000,,,0.1500,341.92500000
"WASP-65","G6",0.930000,5600.00,1.010000,,4.400000,-0.0700,273.70300000
"TOI-908",,0.960000,5500.00,1.052360,-0.03953,4.376010,0.0000,175.74800000
"Kepler-1990",,1.016000,5731.00,1.231000,,4.265000,0.1600,392.73900000
"Kepler-1990",,1.016000,5731.00,1.231000,,4.265000,0.1600,392.73900000
"TOI-1444","G",0.880000,5377.00,0.910000,-0.20066,4.400000,0.0400,125.46300000
"TOI-4602",,1.116795,6011.90,1.156640,,4.360000,,63.06370000
"Kepler-1864",,0.991000,5900.00,1.010000,,4.425000,,298.89400000
"Kepler-1545",,0.893000,5334.00,0.796000,,4.585000,-0.0200,729.96400000
"TOI-238",,0.788000,5080.00,0.750000,-0.47237,4.584000,-0.0500,80.54070000
"Kepler-60",,1.120000,6180.00,1.470000,,4.160000,,1025.10000000
"Kepler-37",,0.753000,5288.00,0.728000,,4.590000,,63.92070000
"Kepler-1986",,0.910000,5293.51,0.740332,-0.41148,4.658260,-0.3180,912.08500000
"Kepler-1977",,0.751000,4812.00,0.713000,,4.607000,-0.0400,592.71100000
"HD 167677","G5 V",0.960000,5474.00,,,4.430000,-0.2900,54.32580000
"Kepler-656",,0.856000,5379.00,0.780000,,4.590000,,890.35200000
"Kepler-1995",,0.847000,5029.00,0.930000,,4.429000,0.4800,595.33100000
"Kepler-163",,0.882000,5395.00,1.071000,,4.324000,0.1600,689.81400000
"Kepler-126",,1.188000,6239.00,1.358000,,4.247000,-0.1400,237.40100000
"HD 110082",,1.290000,6413.00,1.145820,0.30117,4.430430,,105.09600000
"Kepler-875",,0.977000,5783.00,0.880000,,4.539000,-0.0800,1242.62000000
"Kepler-435",,1.415000,6238.00,2.108000,,,0.0500,1418.77000000
"Kepler-425",,0.890000,5211.36,0.832631,-0.33660,4.546550,0.4420,646.64700000
"Kepler-491",,1.071000,5649.00,1.055000,,4.421000,0.4800,630.78500000
"Kepler-1192",,0.860000,5438.00,0.830000,,4.550000,-0.1600,1304.19000000
"TOI-1243",,0.488819,3489.00,0.490729,-1.49282,4.745530,,43.18650000
"L 168-9","M0.5 V",0.614000,3842.00,0.604000,-1.14086,4.840000,-0.0300,25.14960000
"HD 181342",,1.840000,5014.00,4.600000,1.07918,3.400000,0.2600,120.39100000
"NGC 2682 Sand 1429","F9.5 V",1.260000,6000.00,2.130000,,4.010000,-0.0130,852.79300000
"HD 23079","F9.5 V",1.160000,5994.00,1.080000,0.13033,4.370000,-0.1290,33.45910000
"EPIC 229004835",,0.920000,5831.00,1.000000,,4.400000,-0.2200,121.97100000
"Kepler-1996",,0.644000,4572.00,0.616000,,4.670000,,440.56100000
"Kepler-472",,0.858000,4955.00,0.795000,,4.570000,,306.60200000
"HD 10697","G3 V",1.130000,5641.00,,,4.050000,0.1400,33.12050000
"Kepler-1673",,1.122000,6202.00,1.062000,,4.436000,-0.0200,727.18700000
"HAT-P-9",,1.280000,6350.00,1.320000,,,0.1200,455.20300000
"TOI-1453",,0.810000,4920.00,0.709620,-0.57539,4.644500,,78.74150000
"Kepler-1469",,0.879000,5402.00,0.793000,,4.581000,-0.1000,1159.30000000
"Kepler-865",,0.782000,5440.00,0.885000,,4.438000,-0.2400,586.13700000
"Kepler-339",,0.960000,5495.56,0.769161,-0.31322,4.648300,0.0330,616.63700000
"Kepler-1172",,0.996000,5806.00,0.899000,,4.528000,-0.0400,1306.53000000
"Kepler-138",,0.520000,3841.00,0.500000,,4.756000,-0.1800,66.86240000
"Kepler-1991",,0.923000,5603.00,0.820000,,4.580000,,855.82000000
"Kepler-233",,0.884000,5354.00,0.788000,,4.587000,-0.0800,856.41700000
"Kepler-580",,0.626000,4213.00,0.615000,,4.658000,-0.1000,323.89900000
"Kepler-909",,1.149000,6028.00,1.047000,,4.459000,0.2100,309.59600000
"Kepler-80",,0.731000,4613.00,0.664020,-0.74501,4.657620,0.0700,369.45100000
