hostname,st_spectype,st_mass,st_teff,st_rad,st_lum,st_logg,st_met,sy_dist
"Kepler-75","G8 V",0.880000,5330.00,0.880000,,4.500000,-0.0700,835.35600000
"Kepler-1984",,0.450000,3638.00,0.420000,,4.844000,-0.1400,
"LHS 475",,0.274000,3289.00,0.286000,-2.06449,4.964000,,12.48140000
"HD 190360",,0.980000,5549.00,1.168040,0.06647,4.294380,0.1900,16.00690000
"XO-5",,1.040000,5430.00,1.130000,,4.350000,0.0500,276.21100000
"KELT-15 B",,0.384396,3579.00,0.393740,-1.63984,4.832430,,
"Kepler-144",,1.126000,6157.00,1.491000,,4.140000,-0.0200,384.91700000
"K2-104",,0.510000,3712.00,0.480000,,4.780000,0.1800,189.28900000
"Kepler-218",,1.019000,5502.00,1.059000,,4.396000,,656.38000000
"Kepler-1477",,0.755000,5149.00,0.803000,,4.506000,-0.1400,680.82800000
"HD 56957",,1.030000,5743.00,1.777930,0.49108,3.951070,,61.49250000
"HD 63454",,0.420000,4812.00,0.770000,,4.280000,0.1000,37.68940000
"Kepler-487",,0.930000,5696.00,0.880000,,4.520000,,872.34300000
"Kepler-1729",,0.690000,4414.00,0.796785,-0.66329,4.474240,,576.18100000
"TOI-1246","K V",0.870000,5151.00,0.860000,,4.400000,0.1700,169.42200000
"TOI-540","M V",0.159000,3216.00,0.189500,-2.46092,,,14.00220000
"Kepler-341",,1.012000,6000.00,1.010000,,4.430000,,1047.03000000
"Kepler-224",,0.768000,5195.00,0.699000,,4.632000,-0.3600,782.08800000
"TOI-3976 A",,1.254000,5975.00,1.501000,0.41296,4.183000,0.1820,516.08700000
"TOI-5350",,1.167000,6220.00,1.263000,0.33445,4.304000,0.0440,277.41900000
"Kepler-1977",,0.717000,4771.00,0.633000,,4.690000,,592.71100000
"Kepler-1799",,0.970000,5540.00,1.558730,0.31428,4.039300,,2254.69000000
"WASP-45",,0.909000,5100.00,0.945000,,,0.3600,211.19600000
"HD 135694",,0.900000,5710.00,1.050000,,,-0.2100,73.87130000
"TOI-5720",,0.358453,3421.00,0.371030,-1.76988,4.853680,,35.82560000
"Kepler-183",,1.000000,5794.00,1.010000,,4.430000,0.0200,1050.64000000
"WASP-22",,1.109000,6000.00,1.219000,,,0.0500,317.65200000
"Kepler-8",,1.145000,6181.00,1.536000,,,-0.0800,1021.87000000
"WASP-169",,1.170000,6158.00,2.213270,0.80252,3.816190,,627.06600000
"Kepler-355",,1.100000,6184.00,1.038000,,4.448000,-0.0600,1432.17000000
"Kepler-313",,0.964000,5900.00,1.070000,,4.363000,-0.1200,
"Kepler-413",,0.780000,4834.00,0.894996,-0.40444,4.426520,,847.53600000
"Kepler-946",,0.962000,5619.00,1.199000,,4.264000,0.1400,1137.29000000
"Kepler-1174",,1.011000,6046.00,0.927000,,4.509000,-0.2000,1408.75000000
"KOI-3503",,1.110000,5997.65,1.308330,0.30005,4.249950,-0.5428,887.06400000
"TOI-2322",,0.700000,4465.00,0.697547,-0.75887,4.596020,,59.86100000
"HD 38801",,1.290000,5207.00,2.410000,,3.770000,,91.43490000
"Kepler-1001",,0.930000,5376.00,0.836475,-0.27856,4.561640,,928.97800000
"KELT-8",,1.211000,5754.00,1.670000,,,0.2720,197.57200000
"Kepler-1133",,0.860000,5440.00,0.800000,,4.560000,,753.13500000
"Kepler-1189",,1.030000,5659.00,1.150000,,4.330000,,782.85200000
"K2-30","G6 V",0.900000,5425.00,0.844000,-0.25649,4.540000,-0.1500,333.04200000
"CoRoT-5",,1.000000,6100.00,1.186000,,,-0.2500,882.47200000
"Kepler-1044",,1.050000,5819.58,1.019440,0.03099,4.442530,-0.0998,1278.96000000
"Kepler-220",,0.731000,4709.00,0.685000,,4.630000,-0.0800,171.10900000
"Kepler-140",,1.149000,6167.00,1.064000,,4.444000,0.0700,583.85900000
"HATS-11",,1.060000,5871.00,1.461980,0.35943,4.133490,,944.60300000
"Kepler-60",,1.070000,5883.00,1.472270,0.36906,4.131480,,1025.10000000
"Kepler-223",,0.902000,5825.00,1.003000,,4.390000,-0.2200,1859.71000000
"Kepler-1310",,0.852000,5596.00,0.778000,,4.587000,-0.3200,569.18500000
"K2-29","G7 V",0.940000,5358.00,0.860000,,4.540000,0.1600,178.47500000
"Kepler-551",,0.510000,3797.00,0.480000,,4.783000,-0.1000,311.17500000
"Kepler-386",,0.770000,5177.00,0.746000,,4.578000,-0.2200,882.46200000
"Kepler-154",,0.895000,5688.00,0.971000,,4.415000,-0.1200,915.21200000
"Kepler-1013",,0.810000,4954.00,0.760000,,4.590000,0.0400,422.24600000
"HAT-P-27",,0.921000,5246.00,0.864000,,,,199.17300000
"Kepler-618",,0.932000,5742.00,1.180000,,,-0.0400,1221.96000000
"Kepler-221",,0.720000,5280.00,0.751000,,4.544000,-0.4200,385.23100000
"HD 4203",,1.060000,5636.00,,,4.230000,0.4000,81.37950000
"K2-386",,1.040000,5791.58,0.971543,-0.01919,4.480180,0.0670,428.78500000
"Kepler-134",,0.966000,5923.00,1.054000,,4.377000,-0.1400,334.79700000
"Kepler-1642",,0.855000,5095.00,0.805577,-0.40452,4.557820,,413.87300000
"K2-334",,1.240000,6315.68,1.508760,0.51362,4.174250,0.1463,371.82300000
"Kepler-347",,1.000000,5592.00,1.451000,,4.115000,0.1600,1298.88000000
"Kepler-1994",,0.824000,5461.00,0.924000,,4.423000,-0.1200,241.99100000
"TOI-444",,0.850000,5091.00,0.794471,-0.41794,4.567330,,57.39730000
"HD 173416","G8",2.000000,4683.00,13.500000,1.89200,2.480000,-0.2200,132.18400000
"HD 155918","G2V",1.630000,5752.00,1.070000,0.04900,4.610000,-0.6400,27.56100000
"Kepler-603",,0.983000,5960.00,0.906000,,4.516000,-0.2000,1539.63000000
"Kepler-31",,1.185000,6505.00,1.163000,,4.381000,-0.1200,1664.64000000
"Kepler-1834",,0.716000,4894.00,0.701000,,4.602000,-0.2200,500.39500000
"WASP-25",,1.000000,5703.00,0.920000,,,,211.41600000
"NGTS-24","G2 IV",1.260000,5820.00,1.640000,0.44592,4.090000,0.2700,683.06200000
"Kepler-763",,0.879000,5258.00,0.793000,,4.584000,0.0400,962.45900000
"Kepler-896",,0.877000,5510.00,0.803000,,4.572000,-0.1600,2334.93000000
"Kepler-1995",,0.950000,4836.00,1.140000,,4.300000,,595.33100000
"Kepler-1705",,0.838000,5775.00,0.768000,,4.590000,-0.5200,1633.49000000
"Kepler-161",,0.817000,5079.00,0.739000,,4.609000,-0.1000,434.63200000
"Kepler-646",,0.801000,5654.00,0.737000,,4.607000,-0.5600,451.79400000
"Kepler-1818",,1.020000,6029.00,1.120000,,4.350000,,1034.59000000
"Kepler-822",,0.899000,5823.00,0.960000,,4.427000,-0.2400,860.39100000
"Kepler-750",,1.204000,5897.00,1.860000,,3.980000,0.1600,1296.02000000
"Kepler-1243",,0.960000,5492.85,0.834193,-0.24358,4.577810,-0.0160,758.17000000
"HD 145934",,1.812692,4823.75,6.930587,,3.011205,0.0951,227.88100000
"Kepler-403",,1.102000,6086.00,1.111000,,4.389000,0.0600,840.26900000
"Kepler-1840",,0.704000,4696.00,0.644000,,4.660000,-0.3000,513.10700000
"Kepler-1487",,1.035000,6444.00,0.956000,,4.492000,-0.5000,1014.62000000
"GJ 357","K",0.340000,3501.00,0.340000,-1.69900,,,9.44181000
"WASP-175","F7",1.212000,6229.00,1.204000,,4.359000,0.1500,539.36000000
"Kepler-119",,0.928000,5598.00,0.830000,,4.565000,-0.1000,701.99600000
"Kepler-709",,0.860000,5128.33,0.727711,-0.48148,4.648650,0.1330,664.84300000
"Kepler-227",,0.919000,5455.00,0.927000,,4.467000,0.1400,1083.06000000
"Kepler-623",,1.008000,5672.00,0.929000,,4.506000,0.1400,737.70200000
"Kepler-1097",,0.660000,5100.00,0.640000,,4.640000,,719.80200000
"Kepler-661",,0.767000,4536.00,0.693000,,4.636000,0.2000,534.78800000
"Kepler-625",,1.165000,6077.00,1.072000,,4.444000,0.2100,760.70800000
"Kepler-1457",,1.050000,5841.00,1.251460,0.21547,4.264430,,889.88500000
"Kepler-1271",,1.100000,6184.00,1.038000,,4.448000,-0.0600,831.99100000
"EPIC 212424622",,1.080000,5915.00,1.218340,0.21405,4.299960,,611.80400000
"KIC 8121913",,1.050000,5828.00,2.299250,0.73994,3.736090,,707.30300000
"Kepler-1238",,1.300000,6386.00,1.480000,,4.210000,0.0500,1632.13000000
"Kepler-197",,0.864000,5877.00,1.180000,,4.230000,,330.57500000
"Kepler-106",,0.944000,5881.00,1.029000,,4.388000,-0.1600,444.32200000
"Kepler-419",,1.290000,6418.00,1.867470,0.72680,4.006150,,1011.36000000
"Kepler-1535",,1.060000,5878.00,1.165620,0.16473,4.330260,,897.73300000
"Kepler-1542",,0.940000,5564.00,0.990000,,4.410000,0.0600,399.11400000
"Kepler-389",,0.765000,5072.00,0.662000,,,-0.1000,816.55900000
"TIC 172900988 Aa","F9",1.238800,6050.00,1.384300,,4.248600,0.3400,250.95600000
"K2-122",,0.629589,3993.36,0.590802,,,,72.04440000
"Kepler-447",,0.790000,5382.00,0.850000,,4.470000,,268.04100000
"Kepler-221",,0.720000,5280.00,0.751000,,4.544000,-0.4200,385.23100000
"Kepler-1930",,0.844000,5083.00,0.844000,,4.512000,0.2200,275.69400000
"HD 79498","G5",1.080000,5748.00,1.050000,0.03000,,0.1800,48.94890000
"K2-317",,0.322467,3373.00,0.339843,-1.87068,4.884000,,176.29100000
"Kepler-1054",,1.060000,5866.00,0.910000,,4.550000,,1090.51000000
"Kepler-437",,0.615000,4427.00,0.622000,,4.639000,-0.3200,
"HD 213240",,1.570000,5979.00,1.510000,,4.270000,0.1500,40.87070000
"Kepler-240",,0.780000,4923.00,0.740000,,4.600000,-0.0400,746.92700000
"Kepler-1608",,0.702000,5364.00,0.754000,,4.529000,-0.5400,
"GJ 9827","K7 V",0.620000,4236.00,0.580000,,4.719000,-0.2900,29.66100000
"HD 143361","G6 V",0.968000,5507.00,,,4.472000,0.1400,68.51460000
"Kepler-297",,0.846000,5618.00,0.897000,,4.460000,-0.2200,692.14000000
"WASP-22","G1 V",1.100000,6000.00,1.130000,,4.370000,-0.0500,317.65200000
"Kepler-1466",,1.003000,6086.00,0.921000,,4.511000,-0.2600,631.94900000
"Kepler-846",,0.973000,5781.00,0.860000,,4.550000,,1127.12000000
"Kepler-383",,0.683000,4710.00,0.699000,,4.583000,-0.1600,
"K2-27 A",,1.060000,5859.32,1.194080,0.18015,4.309310,0.1273,248.44000000
"K2-388","G8",0.842000,5367.00,0.897000,,4.456000,0.1240,290.49500000
"Kepler-495",,0.865000,5379.00,0.760000,,4.610000,,658.92400000
"Kepler-1357",,0.990000,5608.00,0.895907,-0.14555,4.529180,,1015.69000000
"TOI-5218",,0.646066,3937.00,0.675707,-1.00513,4.588830,,377.48300000
"K2-255",,0.670000,4301.58,0.785581,-0.72041,4.473760,0.2800,191.60800000
"Kepler-861",,0.747000,5078.00,0.750000,,4.560000,,850.32700000
"TOI-5882",,1.334000,5920.00,2.260000,0.75358,3.856000,0.1800,416.10400000
"TOI-2096",,0.217977,3285.00,0.247331,-2.19261,4.989920,,48.48090000
"TOI-1135",,1.156039,5962.70,1.150000,,4.380000,,114.04800000
"HD 74698",,1.050000,5825.40,1.324420,0.26005,4.215200,0.0700,52.06480000
"Kepler-43",,1.228000,5957.00,1.360000,,,0.3400,1005.84000000
"HD 89345",,1.157000,5576.00,1.747000,0.42488,4.016000,0.4210,132.34500000
"Kepler-645",,1.200000,6464.00,1.350000,,4.250000,,1173.57000000
"TOI-1451",,1.002200,5801.00,1.016200,0.02449,4.424000,0.0190,91.93620000
"TOI-1753",,1.015000,5700.00,0.959022,-0.05815,4.480880,,226.67100000
"KIC 10525077",,1.058000,6091.00,1.047000,,4.424000,-0.0400,1461.15000000
"Kepler-1460",,0.624000,4463.00,0.638000,,4.623000,-0.2800,553.21800000
"Kepler-1664",,1.081000,5914.00,1.146000,,4.354000,0.1600,626.69100000
"Kepler-1781",,1.043000,5553.00,0.943000,,4.507000,0.4000,962.63000000
"Kepler-1001",,0.959000,5734.00,0.850000,,4.560000,,928.97800000
"Kepler-1538",,0.981000,5497.00,1.241000,,4.243000,0.3200,1125.30000000
"Kepler-1526",,0.639000,4518.00,0.653000,,4.613000,-0.2400,555.57400000
"Kepler-102",,0.734000,4812.00,0.755000,,4.548000,0.0200,107.79600000
"Kepler-1996",,0.762000,4628.00,0.707000,,,0.1800,440.56100000
"HD 22946",,1.170000,6161.00,1.116720,0.20919,4.410360,,62.77920000
"WASP-194",,1.290000,6405.00,1.409000,,4.270000,0.0000,476.83100000
"KOI-7913 A",,0.660000,4225.00,0.770972,-0.76792,4.483530,,271.27700000
"HD 158996","K5 III",1.800000,4069.00,50.300000,3.01481,1.400000,-0.2000,283.65900000
"Kepler-87",,0.977000,5991.00,1.293000,,4.205000,-0.2000,1232.90000000
"HAT-P-54",,0.645000,4390.00,0.617000,-0.90170,4.667000,-0.1270,143.65100000
"KELT-24",,1.250000,6321.17,1.548670,0.53780,4.155060,,96.51730000
"WASP-107","K6",0.690000,4430.00,0.660000,,4.500000,0.0200,64.74140000
"Kepler-879",,0.974000,5833.00,1.022000,,4.407000,-0.0400,802.67200000
"Kepler-51",,1.040000,6018.00,0.940000,,4.510000,,783.83100000
"Kepler-1649",,0.096000,2703.00,0.118000,,5.274000,0.0000,92.19130000
"TOI-1444",,0.951300,5460.00,0.910500,-0.17587,4.496000,0.1460,125.46300000
"Kepler-1934",,0.990000,5966.00,0.991000,,,-0.1300,428.51400000
"Kepler-858",,0.904000,5591.00,0.892000,,4.494000,-0.0600,298.53200000
"HD 27894",,0.800000,4832.00,0.850000,-0.44900,4.020000,0.2100,43.82140000
"Kepler-950",,0.871000,5808.00,0.786000,,4.583000,-0.4600,2161.60000000
"HD 143361",,0.968000,5507.00,0.916000,,4.472000,0.1400,68.51460000
"Kepler-1976",,1.063000,6095.00,0.960000,,4.500000,,1314.51000000
"Kepler-1643",,0.699000,5094.00,0.667000,,4.634000,-0.5000,341.77400000
"Kepler-880",,1.394000,6915.00,1.448000,,4.261000,0.0200,601.32400000
"Kepler-225",,0.460000,3682.00,0.440000,,4.814000,-0.1100,561.10100000
"Kepler-279",,1.310000,6779.00,1.270000,,4.350000,,1037.40000000
"Kepler-170",,1.081000,5655.00,0.990000,,4.481000,0.4400,738.65700000
"TOI-905",,0.930000,5377.00,1.000180,-0.12299,4.406400,,158.64900000
"Kepler-32",,0.549000,4061.00,0.524000,,4.740000,,323.84700000
"Kepler-412",,1.178000,6195.00,1.124000,,4.407000,0.1200,1086.24000000
"TOI-1742",,1.020000,5707.00,1.158530,0.10814,4.318860,,72.88710000
"Kepler-1820",,0.960000,5764.00,0.850000,,4.560000,,1425.39000000
"Kepler-215",,0.977000,5922.00,1.070000,,4.370000,,485.99700000
"Kepler-1181",,1.334000,6680.00,1.319000,,4.323000,0.0700,938.41700000
"HAT-P-16",,1.218000,6158.00,1.237000,,,0.1700,226.63700000
"CoRoT-5",,1.210000,6240.00,1.272990,0.34508,4.311210,0.0400,882.47200000
"HATS-24",,1.218000,6346.00,1.194000,,,,494.18200000
"Kepler-1514",,1.093000,6382.00,2.274000,,3.764000,-0.8400,397.29200000
"Kepler-1801",,0.936000,5738.00,0.981000,,4.426000,-0.0600,839.33200000
"Kepler-951",,0.788000,4850.00,0.815000,,4.511000,0.2600,382.50900000
"Kepler-1180",,1.170000,6163.00,1.418400,0.41746,4.202660,,1596.80000000
"Kepler-63",,0.993000,5650.00,0.876000,,4.551000,0.0700,194.03300000
"Kepler-1813",,0.821000,5290.00,0.746000,,4.604000,-0.2200,
"Kepler-920",,0.920000,5340.00,0.946461,-0.18293,4.449650,,1001.68000000
"Kepler-208",,1.123000,6220.00,1.328000,,4.242000,0.0200,775.32800000
"HD 16175","G0",1.340000,6022.00,,0.50786,4.210000,0.3700,59.85900000
"Kepler-1624",,0.165000,3212.00,0.189000,,5.104000,0.0000,258.97900000
"Kepler-1406",,0.945000,5721.00,1.131000,,4.307000,0.0000,572.40300000
"Kepler-256",,0.949000,5553.00,1.250000,,4.221000,0.1600,1026.43000000
"Kepler-406",,0.987000,5538.00,1.110000,,4.340000,,364.03000000
"Kepler-411",,0.829000,4987.00,0.768000,,4.586000,0.1200,153.67600000
"Kepler-1624",,0.430000,3386.00,0.427000,,4.810000,0.4800,258.97900000
"KOI-351",,1.089000,5970.00,1.200000,,4.317000,0.1000,848.25400000
"TOI-3688 A",,1.140000,6088.00,1.345480,0.35035,4.237220,,396.37800000
"Kepler-862",,0.840000,5030.00,1.170190,-0.10252,4.225830,,1039.03000000
"Kepler-1115",,2.220000,9578.00,2.200000,,4.110000,,983.24500000
"Kepler-1202",,0.990000,5609.00,0.907687,-0.13389,4.517830,,1175.38000000
"Kepler-238",,0.970000,5779.00,0.900000,,4.550000,,1798.75000000
"Kepler-1649",,0.096000,2703.00,0.118000,,5.274000,0.0000,92.19130000
"Kepler-1218",,1.060000,5861.91,1.472490,0.36296,4.127270,-0.1117,840.50300000
"Kepler-1581",,1.036000,5888.00,1.227000,,4.275000,0.0600,493.17500000
"Kepler-1254",,0.790000,5130.00,0.756000,,4.579000,-0.1200,622.81800000
"Kepler-518",,1.190000,6150.00,1.850000,,3.980000,,337.90100000
"Kepler-1969",,0.990000,5591.00,0.865413,-0.18090,4.559260,,1204.54000000
"EPIC 211945201",,1.158000,6128.00,1.363600,0.37334,4.232400,,181.69000000
"HD 10697",,1.220000,5641.00,,,4.050000,0.1400,33.12050000
"Kepler-155",,0.560000,3985.00,0.540000,,4.721000,-0.2200,293.49900000
"GJ 806","M3",0.400000,3584.00,0.430000,-1.52300,,,12.04450000
"Kepler-1786",,1.020000,5718.47,1.222940,0.15863,4.271860,-0.0050,863.90900000
"HD 221585","G8 IV",1.190000,5620.00,,0.42160,4.050000,0.2900,55.85350000
"Kepler-1830",,1.220000,6273.82,1.750790,0.63129,4.037960,0.1498,1056.88000000
"Kepler-971",,0.819000,5476.00,1.673000,,3.904000,-0.5600,338.52200000
"Kepler-1157",,0.601000,4487.00,0.612000,,4.644000,-0.4400,342.14400000
"Kepler-741",,1.108000,6321.00,1.058000,,4.434000,-0.1600,1661.87000000
"Kepler-1721",,0.870000,5168.00,0.780964,-0.40675,4.592320,,641.37400000
"Kepler-463",,0.822000,5567.00,1.069000,,,-0.3500,394.80400000
"Kepler-423",,0.850000,5560.00,0.950000,,,-0.1000,758.75300000
"TOI-163",,1.410000,6671.00,1.664020,0.69377,4.144970,,411.71900000
"Kepler-63",,0.984000,5576.00,0.901000,-0.15700,4.520000,0.0500,194.03300000
"Kepler-500",,0.963000,5767.00,1.030000,,4.396000,0.0000,807.48000000
"Kepler-1743",,1.000000,5624.37,2.099880,0.59938,3.793680,0.1973,538.80700000
"Kepler-43",,1.227000,6063.00,1.358000,,4.261000,0.3400,1005.84000000
"Kepler-1690",,0.882000,5735.00,0.831000,,4.544000,-0.3000,703.78900000
"HATS-75",,0.577439,3640.00,0.587106,-1.26347,4.662140,,194.96400000
"Kepler-1378",,0.700000,4407.00,0.670000,,4.630000,0.0300,506.43400000
"Kepler-289",,1.158000,6279.00,1.598000,,4.095000,-0.0800,704.43800000
"HD 110113",,1.030000,5768.00,0.986649,-0.01288,4.462580,,106.30700000
"K2-32",,0.915819,5415.00,0.839164,,4.730000,0.0300,157.68200000
"Kepler-174",,0.602000,4565.00,0.610000,,4.650000,,384.75700000
"Kepler-1915",,1.030000,6020.00,1.057000,,4.403000,-0.0600,1514.66000000
"KELT-4 A","F",1.201000,6206.00,1.603000,0.53529,4.108000,-0.1160,218.05000000
"MOA-2010-BLG-477L",,0.670000,5950.00,,,,,2300.00000000
"HD 81040","G2/G3",0.960000,5700.00,0.860000,,4.500000,-0.1600,34.43410000
"Kepler-1314",,0.600000,4188.00,0.590000,,4.680000,-0.2200,
"Kepler-1074",,0.600000,4002.00,0.570000,,4.700000,-0.0600,250.81700000
"Kepler-619",,1.041000,6122.00,0.964000,,4.487000,-0.1800,900.67800000
"Kepler-311",,0.974000,5903.00,1.156000,,4.300000,-0.1000,778.65400000
"KOI-12",,1.454000,6779.23,1.491140,0.62645,4.253600,0.0815,399.39800000
"KOI-94",,1.081000,6098.00,1.297000,,4.247000,-0.0200,477.05200000
"Kepler-1987",,0.778000,4750.00,0.729000,,4.603000,0.1200,595.68300000
"Kepler-1994",,0.829000,5450.00,0.920000,,4.430000,,241.99100000
"Kepler-66",,1.012000,5786.00,1.017000,,,0.0600,1202.96000000
"HAT-P-36","G5 V",1.030000,5620.00,1.041000,,4.416000,0.2500,294.41900000
"TOI-1823",,0.770000,4760.00,0.822372,-0.50474,4.494420,,71.64560000
"Kepler-685",,1.110000,5963.00,1.160000,,4.360000,0.1500,938.71500000
"K2-176",,0.932000,5377.81,1.007950,-0.11600,4.400600,0.1910,247.30200000
"Kepler-1813",,0.836000,5294.00,0.750000,,4.610000,,
"Kepler-381",,1.198000,6197.00,2.188000,,3.837000,-0.3200,267.32300000
"K2-158",,0.944000,5423.00,0.945355,-0.15716,4.461850,,197.29900000
"Kepler-1381",,1.067000,6137.00,0.994000,,4.471000,-0.1200,1197.04000000
"Kepler-23",,1.078000,5828.00,1.548000,,4.090000,-0.0500,835.75600000
"Kepler-206",,0.981000,5762.00,1.060000,,4.380000,0.0600,594.44700000
"Kepler-1965",,0.976000,5542.49,0.993645,-0.07602,4.433050,0.0110,521.79100000
"Kepler-1555",,1.040000,5866.00,1.060000,,4.400000,0.0300,2013.27000000
"Kepler-208",,0.963000,5845.00,0.972000,,4.446000,,775.32800000
"HD 90156",,0.855954,5629.62,0.920286,,4.439572,-0.1805,21.94960000
"Kepler-1573",,1.010000,5808.00,1.000000,,4.440000,0.0200,1455.36000000
"Kepler-1783",,0.887000,5129.00,1.781000,,3.884000,-0.1600,264.07800000
"Kepler-1254",,0.771000,4838.00,0.796000,,4.524000,0.1800,622.81800000
"Kepler-966",,0.797000,5620.00,0.974000,,4.363000,-0.3200,1027.80000000
"Kepler-208",,1.123000,6220.00,1.328000,,4.242000,0.0200,775.32800000
"Kepler-40","F5 IV",1.480000,6510.00,2.130000,,3.940000,0.1000,2305.01000000
"Kepler-1019",,0.726000,4575.00,0.737000,,4.564000,0.1800,194.18200000
"Kepler-609",,0.977000,5803.00,0.870000,,4.550000,,1065.82000000
"K2-261",,1.107000,5490.00,1.663000,0.35392,4.040000,0.3720,213.28300000
"Kepler-718",,1.049000,5855.00,1.080000,,4.393000,0.1400,1302.33000000
"LHS 475",,0.262417,3312.00,0.287497,-2.04768,4.939790,,12.48140000
"HD 3167",,0.837000,5261.00,0.880000,,4.470000,0.0400,47.28990000
"Kepler-51",,0.960000,5674.00,0.870000,,,0.0470,783.83100000
"TOI-2136",,0.340000,3366.00,0.335000,-1.88606,4.920000,-0.0200,33.36310000
"TOI-1244",,0.728000,4599.00,0.720551,-0.67932,4.584870,,102.55100000
"TOI-5734",,0.736000,4790.00,0.708000,,4.590000,-0.0900,32.51020000
"TOI-3980",,1.240000,5840.00,1.626000,0.44248,4.106000,0.1880,486.72100000
"HD 181342",,1.780000,4976.00,4.550000,1.21000,3.420000,0.2200,120.39100000
"Kepler-896",,0.875000,5514.00,0.808000,,4.566000,-0.1600,2334.93000000
"Kepler-975",,0.836000,4801.00,0.786000,,,0.3200,426.08800000
"EPIC 206317286",,0.792000,4864.00,0.762391,-0.53298,4.572440,,314.35000000
"Kepler-1052",,0.910000,5615.00,0.810000,,4.580000,,943.44400000
"Kepler-409",,0.930000,5386.00,0.910153,-0.20201,4.488320,0.0400,68.17300000
"HD 114783",,0.880000,5160.00,,,4.750000,0.1600,21.06280000
"Kepler-22","G5 V",0.970000,5518.00,0.979000,-0.10200,4.440000,-0.2900,194.64200000
"HD 196067",,1.280000,5999.00,,,4.130000,0.2300,39.93460000
"TOI-1691",,0.958100,5642.00,1.009000,-0.03058,4.409000,0.0520,111.44500000
"Kepler-37",,0.803000,5417.00,0.772000,,4.567000,-0.3200,63.92070000
"rho CrB","G0 V",0.910000,5627.00,1.361700,0.23195,,-0.2200,17.46710000
"Kepler-936",,1.034000,5610.00,1.171000,,4.316000,0.3800,823.39900000
"WASP-91","K3",0.840000,4920.00,0.860000,,4.300000,0.1900,149.94200000
"BD-17 63",,0.310000,4665.00,0.740000,,4.190000,0.0100,34.46030000
"Kepler-1606",,0.895000,5536.00,0.816000,,4.566000,-0.1200,831.28700000
"Kepler-326",,0.914000,5110.00,1.800000,,3.890000,,487.67500000
"Kepler-733",,0.999000,5537.00,0.880000,,4.549000,0.2100,916.70600000
"HD 202206","G6 V",1.150000,5765.00,,,4.750000,0.3700,45.96650000
"Kepler-103",,1.120000,5934.00,1.460000,,4.160000,0.0900,494.83200000
"HD 47366","K1 III",1.810000,4866.00,7.300000,1.41664,2.970000,-0.0200,84.35520000
"Kepler-522",,1.279000,6267.00,1.350000,,4.283000,0.2800,639.23900000
"2MASS J04372171+2651014",,0.620366,3243.00,0.641038,-1.38775,4.616950,,128.48400000
"Kepler-1894",,0.999000,5772.00,0.901000,,4.528000,0.0000,935.19100000
"HD 196050",,1.070000,5893.05,1.423050,0.34249,4.161010,0.2212,50.67420000
"G 192-15",,0.141032,2999.00,0.170718,-2.67285,5.122830,,9.53114000
"Kepler-462",,1.590000,7500.00,1.570000,,4.220000,0.0500,596.62500000
"TOI-1807",,0.730000,4612.99,0.741027,-0.64971,4.561720,-0.0713,42.57750000
"Kepler-324",,0.901000,5355.00,0.803000,,4.581000,0.0000,501.57400000
"HD 114783",,0.770000,5098.00,,,4.450000,0.0900,21.06280000
"HD 77946","F5",1.170000,6046.00,1.310000,,4.300000,0.1800,99.45100000
"Kepler-19",,0.891000,5543.00,0.813000,,4.568000,-0.1400,218.56200000
"CD-35 2722","M1 Ve",0.400000,3680.00,,,,0.0400,22.38960000
"Kepler-1730",,1.009000,5942.00,1.142000,,4.327000,-0.0400,1427.08000000
"Kepler-51",,1.053000,6046.00,0.972000,,4.486000,-0.0800,783.83100000
"Kepler-62",,0.637000,4797.00,0.653000,,4.612000,-0.4600,300.87400000
"Kepler-1509",,1.024000,5806.00,1.158000,,4.321000,0.1400,2002.96000000
"Kepler-1476",,1.005000,5893.00,1.020000,,4.423000,-0.0200,1002.74000000
"Kepler-401",,1.051000,6347.00,1.373000,,4.185000,-0.3200,965.56000000
"Kepler-1119",,1.090000,5965.00,1.638180,0.48586,4.046770,,1757.23000000
"Kepler-94",,0.640000,4238.00,0.610000,,4.673000,-0.1200,191.90400000
"K2-228",,0.711000,4522.69,0.612988,-0.84881,4.715030,-0.1750,129.46000000
"K2-108",,0.964000,5496.00,1.758960,0.40539,3.931630,,477.29500000
"HATS-51",,1.187000,5758.00,1.440000,0.30963,4.198000,,389.57000000
"Kepler-265",,0.881000,5839.00,1.067000,,4.327000,-0.2800,1280.25000000
"Kepler-27",,0.981000,5325.00,0.863000,,4.558000,0.3600,1044.36000000
"K2-137","M3 V",0.463000,3492.00,0.442000,,4.815000,0.0800,98.87650000
"Kepler-1504",,0.888000,5751.00,0.848000,,4.530000,-0.2800,2435.94000000
"TOI-6029",,1.057000,5852.00,2.550420,0.83714,3.648920,,603.11900000
"Kepler-320",,1.182000,6426.00,1.775000,,4.013000,-0.2400,826.61300000
"Kepler-121",,0.785000,5303.00,0.708000,,4.630000,-0.3800,510.52300000
"Kepler-1064",,0.814000,5176.00,0.710000,,4.640000,,
"Kepler-1736",,0.976000,6085.00,0.973000,,4.451000,-0.2800,1430.00000000
"HD 95544","G3 V",1.090000,5722.00,1.088000,,4.070000,0.1100,87.80490000
"Kepler-685",,0.960000,5483.74,1.044260,-0.05138,4.382720,0.3880,938.71500000
